dataset,scene,sh_degree,lambda_dssim,percent_dense,scale_pos_scale_lr,scale_feat_opacity_lr,psnr,ssim,lpips,npt,size
nerf_synthetic,lego,3,0.5,0.005,4.000000,3.000000,35.27,0.000,0.000,383961,90.8
nerf_synthetic,lego,3,0.5,0.005,4.000000,0.500000,35.68,0.000,0.000,1048323,247.9
nerf_synthetic,lego,3,0.5,0.005,4.000000,0.300000,35.59,0.000,0.000,1213178,286.9
nerf_synthetic,lego,3,0.5,0.005,0.500000,1.000000,35.71,0.000,0.000,280537,66.4
nerf_synthetic,lego,3,0.5,0.005,0.500000,2.000000,35.40,0.000,0.000,229042,54.2
nerf_synthetic,lego,3,0.5,0.005,0.500000,3.000000,34.95,0.000,0.000,146599,34.7
nerf_synthetic,lego,3,0.5,0.005,0.500000,0.500000,35.77,0.000,0.000,300946,71.2
nerf_synthetic,lego,3,0.5,0.005,0.500000,0.300000,35.64,0.000,0.000,322358,76.2
nerf_synthetic,lego,3,0.5,0.005,0.300000,1.000000,35.44,0.000,0.000,216595,51.2
nerf_synthetic,lego,3,0.5,0.005,0.300000,2.000000,34.99,0.000,0.000,191299,45.2
nerf_synthetic,lego,3,0.5,0.005,0.300000,3.000000,34.54,0.000,0.000,128988,30.5
nerf_synthetic,lego,3,0.5,0.005,0.300000,0.500000,35.47,0.000,0.000,221846,52.5
nerf_synthetic,lego,3,0.5,0.005,0.300000,0.300000,35.33,0.000,0.000,234479,55.5
nerf_synthetic,lego,3,0.5,0.0025,1.000000,1.000000,35.91,0.000,0.000,398820,94.3
nerf_synthetic,lego,3,0.5,0.0025,1.000000,2.000000,35.70,0.000,0.000,299916,70.9
nerf_synthetic,lego,3,0.5,0.0025,1.000000,3.000000,35.33,0.000,0.000,195781,46.3
nerf_synthetic,lego,3,0.5,0.0025,1.000000,0.500000,35.99,0.000,0.000,488250,115.5
nerf_synthetic,lego,3,0.5,0.0025,1.000000,0.300000,35.93,0.000,0.000,557280,131.8
nerf_synthetic,lego,3,0.5,0.0025,2.000000,1.000000,35.88,0.000,0.000,654640,154.8
nerf_synthetic,lego,3,0.5,0.0025,2.000000,2.000000,35.76,0.000,0.000,478789,113.2
nerf_synthetic,lego,3,0.5,0.0025,2.000000,3.000000,35.49,0.000,0.000,310972,73.5
nerf_synthetic,lego,3,0.5,0.0025,2.000000,0.500000,35.86,0.000,0.000,826363,195.4
nerf_synthetic,lego,3,0.5,0.0025,2.000000,0.300000,35.77,0.000,0.000,925350,218.9
nerf_synthetic,lego,3,0.5,0.0025,3.000000,1.000000,35.79,0.000,0.000,778873,184.2
nerf_synthetic,lego,3,0.5,0.0025,3.000000,2.000000,35.68,0.000,0.000,578181,136.7
nerf_synthetic,lego,3,0.5,0.0025,3.000000,3.000000,35.29,0.000,0.000,400513,94.7
nerf_synthetic,lego,3,0.5,0.0025,3.000000,0.500000,35.72,0.000,0.000,984445,232.8
nerf_synthetic,lego,3,0.5,0.0025,3.000000,0.300000,35.64,0.000,0.000,1114084,263.5
nerf_synthetic,lego,3,0.5,0.0025,4.000000,1.000000,35.66,0.000,0.000,825255,195.2
nerf_synthetic,lego,3,0.5,0.0025,4.000000,2.000000,35.43,0.000,0.000,610078,144.3
nerf_synthetic,lego,3,0.5,0.0025,4.000000,3.000000,33.36,0.000,0.000,448227,106.0
nerf_synthetic,lego,3,0.5,0.0025,4.000000,0.500000,35.63,0.000,0.000,1027229,243.0
nerf_synthetic,lego,3,0.5,0.0025,4.000000,0.300000,35.54,0.000,0.000,1171117,277.0
nerf_synthetic,lego,3,0.5,0.0025,0.500000,1.000000,35.69,0.000,0.000,264829,62.6
nerf_synthetic,lego,3,0.5,0.0025,0.500000,2.000000,35.38,0.000,0.000,216472,51.2
nerf_synthetic,lego,3,0.5,0.0025,0.500000,3.000000,35.06,0.000,0.000,146677,34.7
nerf_synthetic,lego,3,0.5,0.0025,0.500000,0.500000,35.81,0.000,0.000,300362,71.0
nerf_synthetic,lego,3,0.5,0.0025,0.500000,0.300000,35.70,0.000,0.000,332044,78.5
nerf_synthetic,lego,3,0.5,0.0025,0.300000,1.000000,35.44,0.000,0.000,215454,51.0
nerf_synthetic,lego,3,0.5,0.0025,0.300000,2.000000,35.19,0.000,0.000,184365,43.6
nerf_synthetic,lego,3,0.5,0.0025,0.300000,3.000000,34.85,0.000,0.000,128933,30.5
nerf_synthetic,lego,3,0.5,0.0025,0.300000,0.500000,35.55,0.000,0.000,231669,54.8
nerf_synthetic,lego,3,0.5,0.0025,0.300000,0.300000,35.40,0.000,0.000,252129,59.6
nerf_synthetic,lego,3,0.2,0.01,1.000000,1.000000,35.77,0.000,0.000,322150,76.2
nerf_synthetic,lego,3,0.2,0.01,1.000000,2.000000,35.45,0.000,0.000,255381,60.4
nerf_synthetic,lego,3,0.2,0.01,1.000000,3.000000,34.89,0.000,0.000,144329,34.1
nerf_synthetic,lego,3,0.2,0.01,1.000000,0.500000,35.76,0.000,0.000,308216,72.9
nerf_synthetic,lego,3,0.2,0.01,1.000000,0.300000,35.55,0.000,0.000,285897,67.6
nerf_synthetic,lego,3,0.2,0.01,2.000000,1.000000,35.90,0.000,0.000,495596,117.2
nerf_synthetic,lego,3,0.2,0.01,2.000000,2.000000,35.70,0.000,0.000,361908,85.6
nerf_synthetic,lego,3,0.2,0.01,2.000000,3.000000,35.26,0.000,0.000,205391,48.6
nerf_synthetic,lego,3,0.2,0.01,2.000000,0.500000,35.88,0.000,0.000,516939,122.3
nerf_synthetic,lego,3,0.2,0.01,2.000000,0.300000,35.76,0.000,0.000,495036,117.1
nerf_synthetic,lego,3,0.2,0.01,3.000000,1.000000,35.77,0.000,0.000,579073,137.0
nerf_synthetic,lego,3,0.2,0.01,3.000000,2.000000,35.66,0.000,0.000,411949,97.4
nerf_synthetic,lego,3,0.2,0.01,3.000000,3.000000,35.31,0.000,0.000,241013,57.0
nerf_synthetic,lego,3,0.2,0.01,3.000000,0.500000,35.77,0.000,0.000,632629,149.6
nerf_synthetic,lego,3,0.2,0.01,3.000000,0.300000,35.70,0.000,0.000,619368,146.5
nerf_synthetic,lego,3,0.2,0.01,4.000000,1.000000,35.69,0.000,0.000,605850,143.3
nerf_synthetic,lego,3,0.2,0.01,4.000000,2.000000,35.55,0.000,0.000,426869,101.0
nerf_synthetic,lego,3,0.2,0.01,4.000000,3.000000,35.22,0.000,0.000,252196,59.6
nerf_synthetic,lego,3,0.2,0.01,4.000000,0.500000,35.68,0.000,0.000,678448,160.5
nerf_synthetic,lego,3,0.2,0.01,4.000000,0.300000,35.58,0.000,0.000,680371,160.9
nerf_synthetic,lego,3,0.2,0.01,0.500000,1.000000,35.02,0.000,0.000,205711,48.7
nerf_synthetic,lego,3,0.2,0.01,0.500000,2.000000,34.62,0.000,0.000,179058,42.4
nerf_synthetic,lego,3,0.2,0.01,0.500000,3.000000,34.12,0.000,0.000,104896,24.8
nerf_synthetic,lego,3,0.2,0.01,0.500000,0.500000,34.99,0.000,0.000,178326,42.2
nerf_synthetic,lego,3,0.2,0.01,0.500000,0.300000,34.72,0.000,0.000,159029,37.6
nerf_synthetic,lego,3,0.2,0.01,0.300000,1.000000,34.22,0.000,0.000,141928,33.6
nerf_synthetic,lego,3,0.2,0.01,0.300000,2.000000,33.74,0.000,0.000,135314,32.0
nerf_synthetic,lego,3,0.2,0.01,0.300000,3.000000,32.84,0.000,0.000,87098,20.6
nerf_synthetic,lego,3,0.2,0.01,0.300000,0.500000,34.14,0.000,0.000,119422,28.2
nerf_synthetic,lego,3,0.2,0.01,0.300000,0.300000,33.89,0.000,0.000,111519,26.4
nerf_synthetic,lego,3,0.2,0.015,1.000000,1.000000,35.79,0.000,0.000,311078,73.6
nerf_synthetic,lego,3,0.2,0.015,1.000000,2.000000,35.43,0.000,0.000,243396,57.6
nerf_synthetic,lego,3,0.2,0.015,1.000000,3.000000,34.82,0.000,0.000,135996,32.2
nerf_synthetic,lego,3,0.2,0.015,1.000000,0.500000,35.73,0.000,0.000,301524,71.3
nerf_synthetic,lego,3,0.2,0.015,1.000000,0.300000,35.52,0.000,0.000,278528,65.9
nerf_synthetic,lego,3,0.2,0.015,2.000000,1.000000,35.93,0.000,0.000,477311,112.9
nerf_synthetic,lego,3,0.2,0.015,2.000000,2.000000,35.71,0.000,0.000,342648,81.0
nerf_synthetic,lego,3,0.2,0.015,2.000000,3.000000,35.29,0.000,0.000,190505,45.1
nerf_synthetic,lego,3,0.2,0.015,2.000000,0.500000,35.91,0.000,0.000,499116,118.0
nerf_synthetic,lego,3,0.2,0.015,2.000000,0.300000,35.77,0.000,0.000,484156,114.5
nerf_synthetic,lego,3,0.2,0.015,3.000000,1.000000,35.81,0.000,0.000,559722,132.4
nerf_synthetic,lego,3,0.2,0.015,3.000000,2.000000,35.64,0.000,0.000,393540,93.1
nerf_synthetic,lego,3,0.2,0.015,3.000000,3.000000,35.28,0.000,0.000,223103,52.8
nerf_synthetic,lego,3,0.2,0.015,3.000000,0.500000,35.80,0.000,0.000,613441,145.1
nerf_synthetic,lego,3,0.2,0.015,3.000000,0.300000,35.70,0.000,0.000,603142,142.7
nerf_synthetic,lego,3,0.2,0.015,4.000000,1.000000,35.74,0.000,0.000,588800,139.3
nerf_synthetic,lego,3,0.2,0.015,4.000000,2.000000,35.58,0.000,0.000,410026,97.0
nerf_synthetic,lego,3,0.2,0.015,4.000000,3.000000,35.21,0.000,0.000,235779,55.8
nerf_synthetic,lego,3,0.2,0.015,4.000000,0.500000,35.69,0.000,0.000,658400,155.7
nerf_synthetic,lego,3,0.2,0.015,4.000000,0.300000,35.62,0.000,0.000,663417,156.9
nerf_synthetic,lego,3,0.2,0.015,0.500000,1.000000,34.93,0.000,0.000,199306,47.1
nerf_synthetic,lego,3,0.2,0.015,0.500000,2.000000,34.54,0.000,0.000,173420,41.0
nerf_synthetic,lego,3,0.2,0.015,0.500000,3.000000,33.86,0.000,0.000,101830,24.1
nerf_synthetic,lego,3,0.2,0.015,0.500000,0.500000,34.88,0.000,0.000,171984,40.7
nerf_synthetic,lego,3,0.2,0.015,0.500000,0.300000,34.57,0.000,0.000,154820,36.6
nerf_synthetic,lego,3,0.2,0.015,0.300000,1.000000,33.81,0.000,0.000,137267,32.5
nerf_synthetic,lego,3,0.2,0.015,0.300000,2.000000,33.12,0.000,0.000,131129,31.0
nerf_synthetic,lego,3,0.2,0.015,0.300000,3.000000,32.49,0.000,0.000,83660,19.8
nerf_synthetic,lego,3,0.2,0.015,0.300000,0.500000,33.77,0.000,0.000,116546,27.6
nerf_synthetic,lego,3,0.2,0.015,0.300000,0.300000,33.51,0.000,0.000,107637,25.5
nerf_synthetic,lego,3,0.2,0.02,1.000000,1.000000,35.72,0.000,0.000,303705,71.8
nerf_synthetic,lego,3,0.2,0.02,1.000000,2.000000,35.42,0.000,0.000,237091,56.1
nerf_synthetic,lego,3,0.2,0.02,1.000000,3.000000,34.80,0.000,0.000,130297,30.8
nerf_synthetic,lego,3,0.2,0.02,1.000000,0.500000,35.71,0.000,0.000,295367,69.9
nerf_synthetic,lego,3,0.2,0.02,1.000000,0.300000,35.45,0.000,0.000,274264,64.9
nerf_synthetic,lego,3,0.2,0.02,2.000000,1.000000,35.93,0.000,0.000,465881,110.2
nerf_synthetic,lego,3,0.2,0.02,2.000000,2.000000,35.68,0.000,0.000,333949,79.0
nerf_synthetic,lego,3,0.2,0.02,2.000000,3.000000,35.24,0.000,0.000,183113,43.3
nerf_synthetic,lego,3,0.2,0.02,2.000000,0.500000,35.89,0.000,0.000,492328,116.4
nerf_synthetic,lego,3,0.2,0.02,2.000000,0.300000,35.75,0.000,0.000,475855,112.5
nerf_synthetic,lego,3,0.2,0.02,3.000000,1.000000,35.82,0.000,0.000,548561,129.7
nerf_synthetic,lego,3,0.2,0.02,3.000000,2.000000,35.67,0.000,0.000,384351,90.9
nerf_synthetic,lego,3,0.2,0.02,3.000000,3.000000,35.28,0.000,0.000,212823,50.3
nerf_synthetic,lego,3,0.2,0.02,3.000000,0.500000,35.78,0.000,0.000,599097,141.7
nerf_synthetic,lego,3,0.2,0.02,3.000000,0.300000,35.72,0.000,0.000,590785,139.7
nerf_synthetic,lego,3,0.2,0.02,4.000000,1.000000,35.72,0.000,0.000,575430,136.1
nerf_synthetic,lego,3,0.2,0.02,4.000000,2.000000,35.58,0.000,0.000,400035,94.6
nerf_synthetic,lego,3,0.2,0.02,4.000000,3.000000,35.22,0.000,0.000,225696,53.4
nerf_synthetic,lego,3,0.2,0.02,4.000000,0.500000,35.71,0.000,0.000,648356,153.3
nerf_synthetic,lego,3,0.2,0.02,4.000000,0.300000,35.62,0.000,0.000,651645,154.1
nerf_synthetic,lego,3,0.2,0.02,0.500000,1.000000,34.85,0.000,0.000,193042,45.7
nerf_synthetic,lego,3,0.2,0.02,0.500000,2.000000,34.43,0.000,0.000,171492,40.6
nerf_synthetic,lego,3,0.2,0.02,0.500000,3.000000,33.76,0.000,0.000,100839,23.9
nerf_synthetic,lego,3,0.2,0.02,0.500000,0.500000,34.78,0.000,0.000,167654,39.7
nerf_synthetic,lego,3,0.2,0.02,0.500000,0.300000,34.49,0.000,0.000,152567,36.1
nerf_synthetic,lego,3,0.2,0.02,0.300000,1.000000,33.65,0.000,0.000,130851,30.9
nerf_synthetic,lego,3,0.2,0.02,0.300000,2.000000,33.11,0.000,0.000,128759,30.5
nerf_synthetic,lego,3,0.2,0.02,0.300000,3.000000,32.38,0.000,0.000,80845,19.1
nerf_synthetic,lego,3,0.2,0.02,0.300000,0.500000,33.61,0.000,0.000,114837,27.2
nerf_synthetic,lego,3,0.2,0.02,0.300000,0.300000,33.41,0.000,0.000,106091,25.1
nerf_synthetic,lego,3,0.2,0.007,1.000000,1.000000,35.76,0.000,0.000,330413,78.1
nerf_synthetic,lego,3,0.2,0.007,1.000000,2.000000,35.45,0.000,0.000,265436,62.8
nerf_synthetic,lego,3,0.2,0.007,1.000000,3.000000,34.92,0.000,0.000,152211,36.0
nerf_synthetic,lego,3,0.2,0.007,1.000000,0.500000,35.73,0.000,0.000,320224,75.7
nerf_synthetic,lego,3,0.2,0.007,1.000000,0.300000,35.56,0.000,0.000,289445,68.5
nerf_synthetic,lego,3,0.2,0.007,2.000000,1.000000,35.87,0.000,0.000,507495,120.0
nerf_synthetic,lego,3,0.2,0.007,2.000000,2.000000,35.70,0.000,0.000,377142,89.2
nerf_synthetic,lego,3,0.2,0.007,2.000000,3.000000,35.25,0.000,0.000,222582,52.6
nerf_synthetic,lego,3,0.2,0.007,2.000000,0.500000,35.87,0.000,0.000,527773,124.8
nerf_synthetic,lego,3,0.2,0.007,2.000000,0.300000,35.74,0.000,0.000,497940,117.8
nerf_synthetic,lego,3,0.2,0.007,3.000000,1.000000,35.78,0.000,0.000,588536,139.2
nerf_synthetic,lego,3,0.2,0.007,3.000000,2.000000,35.63,0.000,0.000,426137,100.8
nerf_synthetic,lego,3,0.2,0.007,3.000000,3.000000,35.24,0.000,0.000,255747,60.5
nerf_synthetic,lego,3,0.2,0.007,3.000000,0.500000,35.77,0.000,0.000,640585,151.5
nerf_synthetic,lego,3,0.2,0.007,3.000000,0.300000,35.67,0.000,0.000,624537,147.7
nerf_synthetic,lego,3,0.2,0.007,4.000000,1.000000,35.68,0.000,0.000,611680,144.7
nerf_synthetic,lego,3,0.2,0.007,4.000000,2.000000,35.53,0.000,0.000,436756,103.3
nerf_synthetic,lego,3,0.2,0.007,4.000000,3.000000,35.19,0.000,0.000,264799,62.6
nerf_synthetic,lego,3,0.2,0.007,4.000000,0.500000,35.67,0.000,0.000,686805,162.4
nerf_synthetic,lego,3,0.2,0.007,4.000000,0.300000,35.59,0.000,0.000,683133,161.6
nerf_synthetic,lego,3,0.2,0.007,0.500000,1.000000,35.14,0.000,0.000,209831,49.6
nerf_synthetic,lego,3,0.2,0.007,0.500000,2.000000,34.82,0.000,0.000,183851,43.5
nerf_synthetic,lego,3,0.2,0.007,0.500000,3.000000,34.17,0.000,0.000,110834,26.2
nerf_synthetic,lego,3,0.2,0.007,0.500000,0.500000,35.10,0.000,0.000,183403,43.4
nerf_synthetic,lego,3,0.2,0.007,0.500000,0.300000,34.82,0.000,0.000,163989,38.8
nerf_synthetic,lego,3,0.2,0.007,0.300000,1.000000,34.47,0.000,0.000,146160,34.6
nerf_synthetic,lego,3,0.2,0.007,0.300000,2.000000,34.08,0.000,0.000,137726,32.6
nerf_synthetic,lego,3,0.2,0.007,0.300000,3.000000,33.42,0.000,0.000,86814,20.5
nerf_synthetic,lego,3,0.2,0.007,0.300000,0.500000,34.34,0.000,0.000,123399,29.2
nerf_synthetic,lego,3,0.2,0.007,0.300000,0.300000,34.10,0.000,0.000,114573,27.1
nerf_synthetic,lego,3,0.2,0.005,1.000000,1.000000,35.77,0.000,0.000,332689,78.7
nerf_synthetic,lego,3,0.2,0.005,1.000000,2.000000,35.45,0.000,0.000,266129,62.9
nerf_synthetic,lego,3,0.2,0.005,1.000000,3.000000,34.97,0.000,0.000,158176,37.4
nerf_synthetic,lego,3,0.2,0.005,1.000000,0.500000,35.76,0.000,0.000,318648,75.4
nerf_synthetic,lego,3,0.2,0.005,1.000000,0.300000,35.55,0.000,0.000,289242,68.4
nerf_synthetic,lego,3,0.2,0.005,2.000000,1.000000,35.88,0.000,0.000,513421,121.4
nerf_synthetic,lego,3,0.2,0.005,2.000000,2.000000,35.66,0.000,0.000,387983,91.8
nerf_synthetic,lego,3,0.2,0.005,2.000000,3.000000,35.26,0.000,0.000,235657,55.7
nerf_synthetic,lego,3,0.2,0.005,2.000000,0.500000,35.83,0.000,0.000,528541,125.0
nerf_synthetic,lego,3,0.2,0.005,2.000000,0.300000,35.72,0.000,0.000,495627,117.2
nerf_synthetic,lego,3,0.2,0.005,3.000000,1.000000,35.74,0.000,0.000,592751,140.2
nerf_synthetic,lego,3,0.2,0.005,3.000000,2.000000,35.63,0.000,0.000,432576,102.3
nerf_synthetic,lego,3,0.2,0.005,3.000000,3.000000,35.19,0.000,0.000,265959,62.9
nerf_synthetic,lego,3,0.2,0.005,3.000000,0.500000,35.75,0.000,0.000,640053,151.4
nerf_synthetic,lego,3,0.2,0.005,3.000000,0.300000,35.65,0.000,0.000,622463,147.2
nerf_synthetic,lego,3,0.2,0.005,4.000000,1.000000,35.63,0.000,0.000,607525,143.7
nerf_synthetic,lego,3,0.2,0.005,4.000000,2.000000,35.51,0.000,0.000,438845,103.8
nerf_synthetic,lego,3,0.2,0.005,4.000000,3.000000,35.17,0.000,0.000,273690,64.7
nerf_synthetic,lego,3,0.2,0.005,4.000000,0.500000,35.64,0.000,0.000,682469,161.4
nerf_synthetic,lego,3,0.2,0.005,4.000000,0.300000,35.55,0.000,0.000,677637,160.3
nerf_synthetic,lego,3,0.2,0.005,0.500000,1.000000,35.18,0.000,0.000,211538,50.0
nerf_synthetic,lego,3,0.2,0.005,0.500000,2.000000,34.82,0.000,0.000,186133,44.0
nerf_synthetic,lego,3,0.2,0.005,0.500000,3.000000,34.26,0.000,0.000,112080,26.5
nerf_synthetic,lego,3,0.2,0.005,0.500000,0.500000,35.10,0.000,0.000,188867,44.7
nerf_synthetic,lego,3,0.2,0.005,0.500000,0.300000,34.86,0.000,0.000,166052,39.3
nerf_synthetic,lego,3,0.2,0.005,0.300000,1.000000,34.56,0.000,0.000,146695,34.7
nerf_synthetic,lego,3,0.2,0.005,0.300000,2.000000,34.26,0.000,0.000,137501,32.5
nerf_synthetic,lego,3,0.2,0.005,0.300000,3.000000,33.70,0.000,0.000,88137,20.8
nerf_synthetic,lego,3,0.2,0.005,0.300000,0.500000,34.52,0.000,0.000,128564,30.4
nerf_synthetic,lego,3,0.2,0.005,0.300000,0.300000,34.20,0.000,0.000,117741,27.8
nerf_synthetic,lego,3,0.2,0.0025,1.000000,1.000000,35.69,0.000,0.000,307715,72.8
nerf_synthetic,lego,3,0.2,0.0025,1.000000,2.000000,35.40,0.000,0.000,247018,58.4
nerf_synthetic,lego,3,0.2,0.0025,1.000000,3.000000,34.94,0.000,0.000,158182,37.4
nerf_synthetic,lego,3,0.2,0.0025,1.000000,0.500000,35.71,0.000,0.000,302511,71.5
nerf_synthetic,lego,3,0.2,0.0025,1.000000,0.300000,35.55,0.000,0.000,280177,66.3
nerf_synthetic,lego,3,0.2,0.0025,2.000000,1.000000,35.76,0.000,0.000,501140,118.5
nerf_synthetic,lego,3,0.2,0.0025,2.000000,2.000000,35.60,0.000,0.000,376842,89.1
nerf_synthetic,lego,3,0.2,0.0025,2.000000,3.000000,35.15,0.000,0.000,244285,57.8
nerf_synthetic,lego,3,0.2,0.0025,2.000000,0.500000,35.77,0.000,0.000,515031,121.8
nerf_synthetic,lego,3,0.2,0.0025,2.000000,0.300000,35.67,0.000,0.000,478167,113.1
nerf_synthetic,lego,3,0.2,0.0025,3.000000,1.000000,35.72,0.000,0.000,567217,134.2
nerf_synthetic,lego,3,0.2,0.0025,3.000000,2.000000,35.53,0.000,0.000,417834,98.8
nerf_synthetic,lego,3,0.2,0.0025,3.000000,3.000000,35.15,0.000,0.000,273380,64.7
nerf_synthetic,lego,3,0.2,0.0025,3.000000,0.500000,35.74,0.000,0.000,615442,145.6
nerf_synthetic,lego,3,0.2,0.0025,3.000000,0.300000,35.65,0.000,0.000,587961,139.1
nerf_synthetic,lego,3,0.2,0.0025,4.000000,1.000000,35.57,0.000,0.000,579540,137.1
nerf_synthetic,lego,3,0.2,0.0025,4.000000,2.000000,35.47,0.000,0.000,410804,97.2
nerf_synthetic,lego,3,0.2,0.0025,4.000000,3.000000,35.07,0.000,0.000,274620,65.0
nerf_synthetic,lego,3,0.2,0.0025,4.000000,0.500000,35.66,0.000,0.000,635084,150.2
nerf_synthetic,lego,3,0.2,0.0025,4.000000,0.300000,35.58,0.000,0.000,635278,150.3
nerf_synthetic,lego,3,0.2,0.0025,0.500000,1.000000,35.10,0.000,0.000,192146,45.4
nerf_synthetic,lego,3,0.2,0.0025,0.500000,2.000000,34.69,0.000,0.000,162479,38.4
nerf_synthetic,lego,3,0.2,0.0025,0.500000,3.000000,34.26,0.000,0.000,105214,24.9
nerf_synthetic,lego,3,0.2,0.0025,0.500000,0.500000,35.08,0.000,0.000,178293,42.2
nerf_synthetic,lego,3,0.2,0.0025,0.500000,0.300000,34.91,0.000,0.000,164868,39.0
nerf_synthetic,lego,3,0.2,0.0025,0.300000,1.000000,34.56,0.000,0.000,149457,35.3
nerf_synthetic,lego,3,0.2,0.0025,0.300000,2.000000,34.16,0.000,0.000,127661,30.2
nerf_synthetic,lego,3,0.2,0.0025,0.300000,3.000000,33.77,0.000,0.000,85365,20.2
nerf_synthetic,lego,3,0.2,0.0025,0.300000,0.500000,34.56,0.000,0.000,134163,31.7
nerf_synthetic,lego,3,0.2,0.0025,0.300000,0.300000,34.33,0.000,0.000,124597,29.5
nerf_synthetic,lego,3,0.1,0.01,1.000000,1.000000,35.38,0.000,0.000,260378,61.6
nerf_synthetic,lego,3,0.1,0.01,1.000000,2.000000,35.10,0.000,0.000,229218,54.2
nerf_synthetic,lego,3,0.1,0.01,1.000000,3.000000,34.60,0.000,0.000,139504,33.0
nerf_synthetic,lego,3,0.1,0.01,1.000000,0.500000,35.26,0.000,0.000,228330,54.0
nerf_synthetic,lego,3,0.1,0.01,1.000000,0.300000,34.91,0.000,0.000,196259,46.4
nerf_synthetic,lego,3,0.1,0.01,2.000000,1.000000,35.73,0.000,0.000,397345,94.0
nerf_synthetic,lego,3,0.1,0.01,2.000000,2.000000,35.52,0.000,0.000,328439,77.7
nerf_synthetic,lego,3,0.1,0.01,2.000000,3.000000,35.10,0.000,0.000,202439,47.9
nerf_synthetic,lego,3,0.1,0.01,2.000000,0.500000,35.72,0.000,0.000,378836,89.6
nerf_synthetic,lego,3,0.1,0.01,2.000000,0.300000,35.47,0.000,0.000,338008,79.9
nerf_synthetic,lego,3,0.1,0.01,3.000000,1.000000,35.72,0.000,0.000,464172,109.8
nerf_synthetic,lego,3,0.1,0.01,3.000000,2.000000,35.54,0.000,0.000,369488,87.4
nerf_synthetic,lego,3,0.1,0.01,3.000000,3.000000,35.08,0.000,0.000,231300,54.7
nerf_synthetic,lego,3,0.1,0.01,3.000000,0.500000,35.67,0.000,0.000,456350,107.9
nerf_synthetic,lego,3,0.1,0.01,3.000000,0.300000,35.53,0.000,0.000,422784,100.0
nerf_synthetic,lego,3,0.1,0.01,4.000000,1.000000,35.64,0.000,0.000,487169,115.2
nerf_synthetic,lego,3,0.1,0.01,4.000000,2.000000,35.45,0.000,0.000,378036,89.4
nerf_synthetic,lego,3,0.1,0.01,4.000000,3.000000,35.03,0.000,0.000,238523,56.4
nerf_synthetic,lego,3,0.1,0.01,4.000000,0.500000,35.58,0.000,0.000,489000,115.7
nerf_synthetic,lego,3,0.1,0.01,4.000000,0.300000,35.48,0.000,0.000,464663,109.9
nerf_synthetic,lego,3,0.1,0.01,0.500000,1.000000,34.36,0.000,0.000,165007,39.0
nerf_synthetic,lego,3,0.1,0.01,0.500000,2.000000,34.02,0.000,0.000,153347,36.3
nerf_synthetic,lego,3,0.1,0.01,0.500000,3.000000,33.47,0.000,0.000,97603,23.1
nerf_synthetic,lego,3,0.1,0.01,0.500000,0.500000,34.16,0.000,0.000,130941,31.0
nerf_synthetic,lego,3,0.1,0.01,0.500000,0.300000,33.81,0.000,0.000,112062,26.5
nerf_synthetic,lego,3,0.1,0.01,0.300000,1.000000,33.23,0.000,0.000,112198,26.5
nerf_synthetic,lego,3,0.1,0.01,0.300000,2.000000,32.95,0.000,0.000,111361,26.3
nerf_synthetic,lego,3,0.1,0.01,0.300000,3.000000,32.38,0.000,0.000,73549,17.4
nerf_synthetic,lego,3,0.1,0.01,0.300000,0.500000,33.08,0.000,0.000,86492,20.5
nerf_synthetic,lego,3,0.1,0.01,0.300000,0.300000,32.73,0.000,0.000,76862,18.2
nerf_synthetic,lego,3,0.1,0.015,1.000000,1.000000,35.38,0.000,0.000,251691,59.5
nerf_synthetic,lego,3,0.1,0.015,1.000000,2.000000,35.02,0.000,0.000,216287,51.2
nerf_synthetic,lego,3,0.1,0.015,1.000000,3.000000,34.50,0.000,0.000,128357,30.4
nerf_synthetic,lego,3,0.1,0.015,1.000000,0.500000,35.23,0.000,0.000,221140,52.3
nerf_synthetic,lego,3,0.1,0.015,1.000000,0.300000,34.85,0.000,0.000,192234,45.5
nerf_synthetic,lego,3,0.1,0.015,2.000000,1.000000,35.77,0.000,0.000,384376,90.9
nerf_synthetic,lego,3,0.1,0.015,2.000000,2.000000,35.53,0.000,0.000,310554,73.5
nerf_synthetic,lego,3,0.1,0.015,2.000000,3.000000,35.04,0.000,0.000,187180,44.3
nerf_synthetic,lego,3,0.1,0.015,2.000000,0.500000,35.74,0.000,0.000,367152,86.8
nerf_synthetic,lego,3,0.1,0.015,2.000000,0.300000,35.51,0.000,0.000,330486,78.2
nerf_synthetic,lego,3,0.1,0.015,3.000000,1.000000,35.72,0.000,0.000,449523,106.3
nerf_synthetic,lego,3,0.1,0.015,3.000000,2.000000,35.55,0.000,0.000,351438,83.1
nerf_synthetic,lego,3,0.1,0.015,3.000000,3.000000,35.11,0.000,0.000,213221,50.4
nerf_synthetic,lego,3,0.1,0.015,3.000000,0.500000,35.69,0.000,0.000,444300,105.1
nerf_synthetic,lego,3,0.1,0.015,3.000000,0.300000,35.51,0.000,0.000,415929,98.4
nerf_synthetic,lego,3,0.1,0.015,4.000000,1.000000,35.63,0.000,0.000,473154,111.9
nerf_synthetic,lego,3,0.1,0.015,4.000000,2.000000,35.47,0.000,0.000,363837,86.1
nerf_synthetic,lego,3,0.1,0.015,4.000000,3.000000,35.04,0.000,0.000,221495,52.4
